path,container,ok,index_source,n_entries,first_pts_ms,last_pts_ms,duration_ms,coverage_pct,bytes_read,n_reads,index_ms,moov_position,size_gb,fallback_ms,fallback_entries,error
lib2:9e26a048,matroska,1,seekhead,3062,0,2592590,2593728,100.0,338122,2,131,,2.93,,,
lib2:36a5f845,matroska,1,seekhead,2532,0,3594966,3597612,99.9,328457,2,204,,2.27,,,
lib2:e73113f0,mp4,1,sample-tables,683,0,2610149,2610443,100.0,2042254,4,121,end,0.68,,,
lib2:da8e3ad5,matroska,1,seekhead,2540,0,2541539,2542624,100.0,359314,2,211,,0.97,,,
lib2:80fae3e1,matroska,1,seekhead,2356,0,3368960,3370667,99.9,322546,2,111,,0.7,,,
lib2:dfdc0a16,other,0,,,,,,,,,,,0.34,,,unrecognised container
lib2:e0bf647e,mp4,1,sample-tables,433,0,2594592,2594848,100.0,2359296,4,115,faststart,0.82,,,
lib1:3038b695,matroska,1,seekhead,78197,0,7632000,7633500,100.0,2395933,10,1545,,8.69,,,
lib2:a9d9e958,matroska,1,seekhead,10157,0,1616000,1618209,99.9,537229,3,273,,1.38,,,
lib2:5edcbcac,matroska,1,seekhead,1425,21,1289518,1293568,99.7,299876,2,103,,0.5,,,
lib2:dce8d000,matroska,1,seekhead,761,0,1525290,1531338,99.6,282255,2,78,,0.27,,,
lib2:51488c84,matroska,1,seekhead,3259,0,2544542,2546016,99.9,379096,2,148,,1.12,,,
lib2:857727fb,matroska,1,seekhead,2356,0,3253630,3262472,99.7,325080,2,266,,3.28,,,
lib2:5a92a61d,matroska,1,seekhead,3327,0,2624622,2626048,99.9,345038,2,396,,2.88,,,
lib2:db8e394d,matroska,1,seekhead,29297,0,3108000,3108064,100.0,1042377,4,602,,3.57,,,
lib2:cae6f1b9,matroska,1,seekhead,817,42,1320042,1323797,99.7,283706,2,90,,0.35,,,
lib2:98fd86b7,matroska,1,seekhead,2603,0,2604602,2606496,99.9,361702,2,124,,0.99,,,
lib2:3c1d6c96,matroska,1,seekhead,2893,0,2894892,2896864,99.9,372737,2,130,,1.27,,,
lib1:01bdc27c,matroska,1,seekhead,24400,0,6304542,6305542,100.0,936133,4,552,,14.02,,,
lib2:cf6e3557,matroska,1,seekhead,1551,0,1363279,1368800,99.6,303161,2,120,,0.34,,,
lib2:a5138f07,matroska,1,seekhead,27554,0,3655026,3659936,99.9,1001188,4,627,,4.59,,,
lib2:ff1138dd,matroska,1,seekhead,1202,0,2980603,2983040,99.9,292017,2,85,,2.1,,,
lib2:a317ec5a,matroska,1,seekhead,862,19,1490459,1495459,99.7,284083,2,174,,1.07,,,
lib2:7c38e6a5,matroska,1,seekhead,1283,0,4807928,4810944,99.9,289879,2,100,,1.51,,,
lib2:a5736240,matroska,1,seekhead,695,0,1300800,1307552,99.5,494285,2,89,,0.19,,,
lib2:2c87b466,matroska,1,seekhead,941,5,1324328,1325344,99.9,308675,2,123,,0.5,,,
lib2:2dd4e58f,matroska,1,seekhead,2743,40,3575080,3575720,100.0,328597,2,130,,1.93,,,
lib2:7462b915,matroska,1,seekhead,2476,0,3848887,3852480,99.9,854032,4,459,,0.99,,,
lib2:e53b25cd,matroska,1,seekhead,5875,0,1559560,1559986,100.0,424913,2,226,,1.73,,,
lib2:37882334,matroska,1,seekhead,6843,0,2582580,2583456,100.0,476450,2,187,,1.3,,,
lib2:2caac5af,matroska,1,seekhead,2313,0,2842000,2843029,100.0,316930,2,81,,1.04,,,
lib2:7ce42654,matroska,1,seekhead,3012,0,4161866,4168768,99.8,914754,4,524,,2.48,,,
lib2:85b17913,matroska,1,seekhead,1364,0,2714506,2716608,99.9,292376,2,425,,1.54,,,
lib2:6655a196,matroska,1,seekhead,1482,0,1305935,1309664,99.7,453536,2,194,,0.66,,,
lib2:ecd2e8f6,matroska,1,seekhead,2584,21,3531569,3538557,99.8,329969,2,121,,1.25,,,
lib2:e1789f4b,matroska,1,seekhead,4778,0,3179000,3179160,100.0,427027,2,191,,1.06,,,
lib2:a6d04440,matroska,1,seekhead,5659,0,3500000,3500080,100.0,454252,2,180,,1.18,,,
lib2:3f85a93e,matroska,1,seekhead,3271,0,2784782,2786240,99.9,401081,2,101,,3.72,,,
lib2:5f329d89,matroska,1,seekhead,725,0,2431680,2436520,99.8,277176,2,79,,0.2,,,
lib2:4723cea3,matroska,1,seekhead,1752,0,1296086,1297472,99.9,306472,2,567,,0.85,,,
lib2:1c13fcca,matroska,1,seekhead,25227,0,4629291,4639424,99.8,946623,4,652,,3.54,,,
lib2:6ce26866,matroska,1,seekhead,2317,0,2796000,2797888,99.9,317155,2,207,,1.67,,,
lib2:2db5f072,matroska,1,seekhead,1729,0,2570651,2571840,100.0,306037,2,130,,1.11,,,
lib1:b40d4067,matroska,1,seekhead,5345,0,6022625,6025334,100.0,405640,2,172,,12.05,,,
lib2:1d4a7ce0,matroska,1,seekhead,855,0,1500666,1505696,99.7,283630,2,75,,0.39,,,
lib2:601edd92,matroska,1,seekhead,8505,0,1301300,1305088,99.7,494981,2,235,,0.78,,,
lib2:f36176bf,mp4,1,sample-tables,766,0,2951698,2954751,99.9,2844112,4,308,end,0.77,,,
lib1:050d4e57,matroska,1,seekhead,22008,0,7478721,7482336,100.0,1471612,6,911,,24.95,,,
lib2:efacd3c4,matroska,1,seekhead,2697,0,2746744,2746816,100.0,327671,2,126,,2.17,,,
lib2:c7ae6f85,matroska,1,seekhead,2766,0,2548520,2550592,99.9,612902,3,304,,0.72,,,
lib2:d26a3d19,matroska,1,seekhead,5532,0,4622618,4624470,100.0,463377,2,142,,3.56,,,
lib2:09584c3f,matroska,1,seekhead,2561,0,2562560,2562688,100.0,360071,2,118,,0.67,,,
lib2:3f84adcd,matroska,1,seekhead,28684,0,3114400,3124080,99.7,1037278,4,640,,3.22,,,
lib1:173e18f9,matroska,1,seekhead,13302,0,6282234,6289283,99.9,579530,3,365,,7.84,,,
lib2:4a456da7,matroska,1,seekhead,4918,0,2954320,2963776,99.7,392532,2,174,,2.86,,,
lib2:3c26a62f,matroska,1,seekhead,1233,0,1706622,1707665,99.9,306655,2,190,,0.47,,,
lib2:da33c420,matroska,1,seekhead,507,0,1694988,1696118,99.9,272771,2,63,,2.18,,,
